
Conversion of EDT data from sounding archive file D:\SoundingArchive\LaPaz_20161101_115751.dc3db

Information about sounding:
==================================

Station:                  85201 LaPaz
Launch time:              2016-11-01 11:57:51 UTC
RS type:                  RS92-SGP
RS number:                Z3837556
Reason for termination:   Increasing pressure
Sounding SW version:      MW31 3.66
Use2010CalculationForTU   Yes

==================================


Information about map: EDT                 
==================================


   Record name:    Unit:           Data type:          Divisor: Offset:
   ---------------------------------------------------------------------
    time            sec             float (4)          1        0       
    Pscl            ln              short (2)          1        0       
    T               K               short (2)          10       0       
    RH              %               short (2)          1        0       
    v               m/s             short (2)          -100     0       
    u               m/s             short (2)          -100     0       
    Height          m               short (2)          1        30000   
    P               hPa             short (2)          10       0       
    TD              K               short (2)          10       0       
    MR              g/kg            short (2)          100      0       
    DD              dgr             short (2)          1        0       
    FF              m/s             short (2)          10       0       
    AZ              dgr             short (2)          1        0       
    Range           m               short (2)          0.01     0       
    Lon             dgr             short (2)          100      0       
    Lat             dgr             short (2)          100      0       
    SpuKey          bitfield        unsigned short (2) 1        0       
    UsrKey          bitfield        unsigned short (2) 1        0       
    RadarH          m               short (2)          1        30000   

*************************************************************************************************

     time	     Pscl	        T	       RH	        v	        u	   Height	        P	       TD	       MR	       DD	       FF	       AZ	    Range	      Lon	      Lat	   SpuKey	   UsrKey	   RadarH	
  3396.00	    17487	   197.50	        7	     0.37	     7.52	    18542	    71.50	   181.40	     0.00	      267	     7.50	       94	    60500	   -67.61	   -16.54	        0	        0	   -32768	
  3398.00	    17480	   197.70	        7	     0.38	     7.53	    18552	    71.40	   181.60	     0.00	      267	     7.50	       94	    60500	   -67.61	   -16.54	        0	        0	   -32768	
  3400.00	    17474	   197.80	        7	     0.44	     7.53	    18560	    71.20	   181.60	     0.00	      267	     7.50	       94	    60500	   -67.61	   -16.54	        6	        6	   -32768	
  3402.00	    17468	   197.80	        7	     0.56	     7.53	    18570	    71.10	   181.40	     0.00	      266	     7.60	       94	    60600	   -67.61	   -16.54	        0	        0	   -32768	
  3404.00	    17461	   198.00	        7	     0.72	     7.52	    18579	    71.00	   181.40	     0.00	      265	     7.60	       94	    60600	   -67.61	   -16.54	        0	        0	   -32768	
  3406.00	    17454	   198.10	        7	     0.93	     7.51	    18589	    70.90	   181.40	     0.00	      263	     7.60	       94	    60600	   -67.61	   -16.54	        0	        0	   -32768	
  3408.00	    17447	   198.50	        7	     1.17	     7.49	    18599	    70.80	   181.60	     0.00	      261	     7.60	       94	    60600	   -67.61	   -16.54	        0	        0	   -32768	
  3410.00	    17440	   199.30	        6	     1.45	     7.47	    18608	    70.70	   182.10	     0.00	      259	     7.60	       94	    60600	   -67.61	   -16.54	        0	        0	   -32768	
  3412.00	    17434	   200.10	        7	     1.76	     7.44	    18617	    70.60	   182.90	     0.00	      257	     7.70	       94	    60600	   -67.61	   -16.54	        0	        0	   -32768	
  3414.00	    17427	   200.60	        7	     2.10	     7.40	    18627	    70.40	   183.40	     0.00	      254	     7.70	       94	    60600	   -67.61	   -16.54	        0	        0	   -32768	
  3416.00	    17421	   201.10	        7	     2.45	     7.35	    18636	    70.30	   183.70	     0.00	      252	     7.70	       94	    60700	   -67.60	   -16.54	        0	        0	   -32768	
  3418.00	    17414	   201.60	        6	     2.81	     7.28	    18646	    70.20	   183.80	     0.00	      249	     7.80	       94	    60700	   -67.60	   -16.54	        0	        0	   -32768	
  3420.00	    17408	   202.10	        6	     3.18	     7.19	    18655	    70.10	   184.10	     0.00	      246	     7.90	       94	    60700	   -67.60	   -16.54	        0	        0	   -32768	
  3422.00	    17401	   202.60	        6	     3.56	     7.08	    18664	    70.00	   184.50	     0.00	      243	     7.90	       94	    60700	   -67.60	   -16.54	        0	        0	   -32768	
  3424.00	    17395	   203.20	        6	     3.95	     6.93	    18673	    69.90	   185.10	     0.00	      240	     8.00	       94	    60700	   -67.60	   -16.54	        0	        0	   -32768	
  3426.00	    17389	   203.50	        6	     4.33	     6.76	    18682	    69.80	   185.40	     0.00	      237	     8.00	       94	    60700	   -67.60	   -16.54	        0	        0	   -32768	
  3428.00	    17382	   203.80	        6	     4.72	     6.57	    18692	    69.70	   185.60	     0.00	      234	     8.10	       94	    60700	   -67.60	   -16.54	        0	        0	   -32768	
  3430.00	    17376	   204.10	        6	     5.09	     6.35	    18701	    69.60	   185.60	     0.00	      231	     8.10	       94	    60800	   -67.60	   -16.54	        0	        0	   -32768	
  3432.00	    17370	   204.50	        6	     5.45	     6.11	    18711	    69.50	   185.90	     0.00	      228	     8.20	       94	    60800	   -67.60	   -16.54	        0	        0	   -32768	
  3434.00	    17363	   204.70	        6	     5.79	     5.84	    18720	    69.30	   185.90	     0.00	      225	     8.20	       94	    60800	   -67.60	   -16.54	        0	        0	   -32768	
  3436.00	    17357	   204.90	        6	     6.10	     5.56	    18729	    69.20	   185.80	     0.00	      222	     8.30	       94	    60800	   -67.60	   -16.54	        0	        0	   -32768	
  3438.00	    17351	   204.90	        5	     6.38	     5.28	    18738	    69.10	   185.80	     0.00	      220	     8.30	       94	    60800	   -67.60	   -16.54	        0	        0	   -32768	
  3440.00	    17344	   205.10	        5	     6.62	     4.99	    18748	    69.00	   185.70	     0.00	      217	     8.30	       94	    60800	   -67.60	   -16.54	        0	        0	   -32768	
  3442.00	    17338	   205.50	        5	     6.81	     4.70	    18757	    68.90	   185.90	     0.00	      215	     8.30	       94	    60800	   -67.60	   -16.54	        0	        0	   -32768	
  3444.00	    17332	   205.70	        5	     6.96	     4.41	    18766	    68.80	   186.20	     0.00	      212	     8.20	       94	    60800	   -67.60	   -16.54	        0	        0	   -32768	
  3446.00	    17326	   205.90	        5	     7.05	     4.13	    18775	    68.70	   186.20	     0.00	      210	     8.20	       94	    60800	   -67.60	   -16.54	        0	        0	   -32768	
  3448.00	    17320	   206.00	        5	     7.10	     3.86	    18784	    68.60	   186.10	     0.00	      208	     8.10	       94	    60800	   -67.60	   -16.54	    49158	    49158	   -32768	
  3450.00	    17313	   206.00	        5	     7.11	     3.59	    18793	    68.50	   185.80	     0.00	      207	     8.00	       94	    60800	   -67.60	   -16.54	        0	        0	   -32768	
  3452.00	    17306	   205.90	        5	     7.07	     3.34	    18804	    68.40	   185.40	     0.00	      205	     7.80	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3454.00	    17299	   205.90	        4	     6.99	     3.10	    18814	    68.30	   185.20	     0.00	      204	     7.60	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3456.00	    17292	   205.90	        4	     6.89	     2.88	    18824	    68.10	   185.10	     0.00	      203	     7.50	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3458.00	    17285	   205.80	        4	     6.78	     2.67	    18835	    68.00	   184.80	     0.00	      202	     7.30	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3460.00	    17278	   205.80	        4	     6.65	     2.48	    18846	    67.90	   184.40	     0.00	      200	     7.10	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3462.00	    17271	   205.70	        4	     6.52	     2.31	    18856	    67.80	   184.10	     0.00	      199	     6.90	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3464.00	    17264	   205.70	        3	     6.40	     2.15	    18865	    67.70	   183.80	     0.00	      199	     6.70	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3466.00	    17257	   205.70	        3	     6.28	     2.00	    18875	    67.60	   183.60	     0.00	      198	     6.60	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3468.00	    17251	   205.60	        3	     6.17	     1.88	    18885	    67.50	   183.30	     0.00	      197	     6.40	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3470.00	    17244	   205.60	        3	     6.07	     1.76	    18895	    67.40	   182.70	     0.00	      196	     6.30	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3472.00	    17237	   205.50	        3	     5.98	     1.67	    18905	    67.20	   182.30	     0.00	      196	     6.20	       94	    60900	   -67.60	   -16.54	     1024	     1024	   -32768	
  3474.00	    17230	   205.40	        3	     5.89	     1.58	    18916	    67.10	   182.20	     0.00	      195	     6.10	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3476.00	    17223	   205.50	        3	     5.80	     1.49	    18927	    67.00	   182.20	     0.00	      194	     6.00	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3478.00	    17216	   205.50	        3	     5.71	     1.41	    18936	    66.90	   182.10	     0.00	      194	     5.90	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3480.00	    17210	   205.40	        3	     5.60	     1.33	    18945	    66.80	   182.10	     0.00	      193	     5.80	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3482.00	    17204	   205.30	        3	     5.48	     1.25	    18954	    66.70	   182.10	     0.00	      193	     5.60	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3484.00	    17197	   205.30	        3	     5.34	     1.16	    18964	    66.60	   181.80	     0.00	      192	     5.50	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3486.00	    17191	   205.20	        3	     5.17	     1.07	    18973	    66.50	   181.90	     0.00	      192	     5.30	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3488.00	    17183	   205.20	        3	     4.98	     0.97	    18984	    66.40	   182.10	     0.00	      191	     5.10	       94	    60900	   -67.60	   -16.54	        6	        6	   -32768	
  3490.00	    17176	   205.20	        3	     4.77	     0.87	    18995	    66.20	   181.80	     0.00	      190	     4.80	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3492.00	    17169	   205.40	        3	     4.54	     0.75	    19006	    66.10	   182.00	     0.00	      189	     4.60	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3494.00	    17162	   205.30	        3	     4.29	     0.63	    19015	    66.00	   182.30	     0.00	      188	     4.30	       94	    60900	   -67.60	   -16.54	     1024	     1024	   -32768	
  3496.00	    17155	   205.20	        3	     4.02	     0.50	    19026	    65.90	   182.30	     0.00	      187	     4.10	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3498.00	    17148	   205.20	        3	     3.74	     0.37	    19036	    65.80	   182.20	     0.00	      186	     3.80	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3500.00	    17141	   205.20	        3	     3.46	     0.23	    19047	    65.70	   182.40	     0.00	      184	     3.50	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3502.00	    17134	   205.10	        3	     3.17	     0.09	    19057	    65.60	   182.40	     0.00	      182	     3.20	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3504.00	    17127	   205.10	        3	     2.87	    -0.05	    19066	    65.50	   182.30	     0.00	      179	     2.90	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3506.00	    17121	   205.00	        3	     2.57	    -0.19	    19076	    65.40	   182.10	     0.00	      176	     2.60	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3508.00	    17114	   205.00	        3	     2.27	    -0.33	    19086	    65.20	   182.00	     0.00	      172	     2.30	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3510.00	    17107	   204.90	        3	     1.96	    -0.47	    19095	    65.10	   182.00	     0.00	      167	     2.00	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3512.00	    17101	   204.90	        3	     1.65	    -0.61	    19105	    65.00	   182.10	     0.00	      160	     1.80	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3514.00	    17094	   204.80	        3	     1.34	    -0.74	    19116	    64.90	   182.20	     0.00	      151	     1.50	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3516.00	    17086	   204.70	        3	     1.02	    -0.88	    19126	    64.80	   182.00	     0.00	      139	     1.30	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3518.00	    17080	   204.70	        3	     0.69	    -1.01	    19136	    64.70	   181.70	     0.00	      125	     1.20	       94	    60900	   -67.60	   -16.54	        5	        5	   -32768	
  3520.00	    17073	   204.60	        3	     0.37	    -1.13	    19146	    64.60	   181.50	     0.00	      108	     1.20	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3522.00	    17066	   204.50	        3	     0.04	    -1.26	    19157	    64.50	   181.10	     0.00	       92	     1.30	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3524.00	    17058	   204.50	        2	    -0.29	    -1.38	    19167	    64.40	   180.60	     0.00	       78	     1.40	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3526.00	    17052	   204.60	        2	    -0.62	    -1.50	    19177	    64.30	   180.60	     0.00	       68	     1.60	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3528.00	    17045	   204.60	        2	    -0.94	    -1.63	    19187	    64.20	   180.90	     0.00	       60	     1.90	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3530.00	    17038	   204.50	        3	    -1.26	    -1.76	    19197	    64.10	   181.00	     0.00	       54	     2.20	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3532.00	    17031	   204.50	        3	    -1.57	    -1.89	    19207	    63.90	   181.00	     0.00	       50	     2.50	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3534.00	    17023	   204.40	        3	    -1.89	    -2.01	    19218	    63.80	   181.00	     0.00	       47	     2.80	       94	    60900	   -67.60	   -16.54	     1024	     1024	   -32768	
  3536.00	    17016	   204.30	        3	    -2.20	    -2.13	    19230	    63.70	   181.00	     0.00	       44	     3.10	       94	    60900	   -67.60	   -16.54	     1024	     1024	   -32768	
  3538.00	    17008	   204.10	        3	    -2.51	    -2.24	    19240	    63.60	   180.80	     0.00	       42	     3.40	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3540.00	    17000	   203.90	        3	    -2.82	    -2.34	    19252	    63.50	   180.60	     0.00	       40	     3.70	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3542.00	    16993	   203.80	        2	    -3.14	    -2.42	    19263	    63.30	   180.30	     0.00	       38	     4.00	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3544.00	    16986	   203.70	        2	    -3.46	    -2.48	    19273	    63.20	   180.20	     0.00	       36	     4.30	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3546.00	    16979	   203.80	        2	    -3.78	    -2.52	    19284	    63.10	   180.30	     0.00	       34	     4.50	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3548.00	    16972	   203.80	        3	    -4.12	    -2.53	    19294	    63.00	   180.60	     0.00	       32	     4.80	       94	    60800	   -67.60	   -16.54	        0	        0	   -32768	
  3550.00	    16965	   203.70	        3	    -4.45	    -2.51	    19304	    62.90	   180.60	     0.00	       29	     5.10	       94	    60800	   -67.60	   -16.54	        6	        6	   -32768	
  3552.00	    16958	   203.60	        3	    -4.78	    -2.46	    19314	    62.80	   180.50	     0.00	       27	     5.40	       94	    60800	   -67.60	   -16.54	        0	        0	   -32768	
  3554.00	    16951	   203.60	        3	    -5.10	    -2.39	    19324	    62.70	   180.70	     0.00	       25	     5.60	       94	    60800	   -67.60	   -16.54	        0	        0	   -32768	
  3556.00	    16945	   203.50	        3	    -5.41	    -2.29	    19333	    62.60	   181.00	     0.00	       23	     5.90	       94	    60800	   -67.60	   -16.54	        0	        0	   -32768	
  3558.00	    16938	   203.50	        3	    -5.70	    -2.17	    19343	    62.50	   181.00	     0.00	       21	     6.10	       94	    60800	   -67.60	   -16.54	        0	        0	   -32768	
  3560.00	    16930	   203.50	        3	    -5.96	    -2.05	    19354	    62.40	   181.00	     0.00	       19	     6.30	       94	    60800	   -67.60	   -16.54	        0	        0	   -32768	
  3562.00	    16924	   203.70	        3	    -6.20	    -1.91	    19363	    62.30	   181.10	     0.00	       17	     6.50	       94	    60800	   -67.60	   -16.54	        0	        0	   -32768	
  3564.00	    16918	   203.80	        3	    -6.39	    -1.78	    19372	    62.20	   181.10	     0.00	       16	     6.60	       94	    60800	   -67.60	   -16.54	     1024	     1024	   -32768	
  3566.00	    16911	   203.90	        3	    -6.54	    -1.64	    19382	    62.10	   181.10	     0.00	       14	     6.70	       94	    60800	   -67.60	   -16.54	        0	        0	   -32768	
  3568.00	    16904	   204.00	        3	    -6.65	    -1.51	    19392	    62.00	   181.10	     0.00	       13	     6.80	       94	    60800	   -67.60	   -16.54	        0	        0	   -32768	
  3570.00	    16897	   204.00	        3	    -6.71	    -1.39	    19402	    61.90	   181.10	     0.00	       12	     6.80	       94	    60800	   -67.60	   -16.54	        0	        0	   -32768	
  3572.00	    16891	   204.00	        3	    -6.72	    -1.27	    19412	    61.80	   181.10	     0.00	       11	     6.80	       94	    60800	   -67.60	   -16.54	        0	        0	   -32768	
  3574.00	    16884	   203.90	        3	    -6.68	    -1.16	    19421	    61.70	   181.00	     0.00	       10	     6.80	       94	    60800	   -67.60	   -16.54	        0	        0	   -32768	
  3576.00	    16877	   203.80	        3	    -6.61	    -1.05	    19431	    61.60	   181.00	     0.00	        9	     6.70	       94	    60800	   -67.60	   -16.54	        0	        0	   -32768	
  3578.00	    16871	   203.70	        3	    -6.49	    -0.94	    19440	    61.50	   181.00	     0.00	        8	     6.60	       94	    60800	   -67.60	   -16.54	        0	        0	   -32768	
  3580.00	    16864	   203.60	        3	    -6.35	    -0.84	    19450	    61.40	   181.10	     0.00	        8	     6.40	       94	    60800	   -67.60	   -16.54	        0	        0	   -32768	
  3582.00	    16858	   203.60	        3	    -6.16	    -0.73	    19460	    61.30	   181.10	     0.00	        7	     6.20	       94	    60800	   -67.60	   -16.54	        0	        0	   -32768	
  3584.00	    16851	   203.50	        3	    -5.95	    -0.62	    19470	    61.20	   181.00	     0.00	        6	     6.00	       94	    60800	   -67.60	   -16.54	        0	        0	   -32768	
  3586.00	    16845	   203.50	        3	    -5.71	    -0.50	    19479	    61.10	   181.00	     0.00	        5	     5.70	       94	    60800	   -67.60	   -16.54	        0	        0	   -32768	
  3588.00	    16838	   203.40	        3	    -5.46	    -0.38	    19488	    61.00	   180.80	     0.00	        4	     5.50	       94	    60800	   -67.60	   -16.54	     1024	     1024	   -32768	
  3590.00	    16832	   203.40	        3	    -5.19	    -0.26	    19498	    60.90	   180.60	     0.00	        3	     5.20	       94	    60800	   -67.60	   -16.54	        6	        6	   -32768	
  3592.00	    16824	   203.30	        3	    -4.91	    -0.15	    19508	    60.80	   180.40	     0.00	        2	     4.90	       94	    60800	   -67.60	   -16.54	        0	        0	   -32768	
  3594.00	    16817	   203.40	        3	    -4.62	    -0.04	    19518	    60.70	   180.40	     0.00	      360	     4.60	       94	    60800	   -67.60	   -16.54	        0	        0	   -32768	
  3596.00	    16811	   203.40	        3	    -4.32	     0.06	    19528	    60.60	   180.60	     0.00	      359	     4.30	       94	    60800	   -67.60	   -16.54	        0	        0	   -32768	
  3598.00	    16804	   203.40	        3	    -4.02	     0.16	    19537	    60.50	   180.70	     0.00	      358	     4.00	       94	    60800	   -67.60	   -16.54	        0	        0	   -32768	
  3600.00	    16798	   203.50	        3	    -3.73	     0.26	    19547	    60.40	   180.80	     0.00	      356	     3.70	       94	    60800	   -67.60	   -16.54	        0	        0	   -32768	
  3602.00	    16791	   203.50	        3	    -3.43	     0.34	    19557	    60.30	   180.90	     0.00	      354	     3.50	       94	    60800	   -67.60	   -16.54	        0	        0	   -32768	
  3604.00	    16783	   203.50	        3	    -3.15	     0.43	    19568	    60.20	   180.90	     0.00	      352	     3.20	       94	    60800	   -67.60	   -16.54	        0	        0	   -32768	
  3606.00	    16777	   203.40	        3	    -2.87	     0.51	    19577	    60.10	   180.80	     0.00	      350	     2.90	       94	    60800	   -67.60	   -16.54	     1024	     1024	   -32768	
  3608.00	    16770	   203.30	        3	    -2.60	     0.59	    19587	    60.00	   180.60	     0.00	      347	     2.70	       94	    60800	   -67.60	   -16.54	        0	        0	   -32768	
  3610.00	    16763	   203.30	        3	    -2.34	     0.68	    19597	    59.90	   180.60	     0.00	      344	     2.40	       94	    60800	   -67.60	   -16.54	        0	        0	   -32768	
  3612.00	    16756	   203.20	        3	    -2.09	     0.77	    19607	    59.80	   180.50	     0.00	      340	     2.20	       94	    60800	   -67.60	   -16.54	        0	        0	   -32768	
  3614.00	    16750	   203.20	        3	    -1.85	     0.87	    19616	    59.70	   180.30	     0.00	      335	     2.00	       94	    60800	   -67.60	   -16.54	        0	        0	   -32768	
  3616.00	    16744	   203.30	        3	    -1.62	     0.97	    19625	    59.60	   180.30	     0.00	      329	     1.90	       94	    60800	   -67.60	   -16.54	        0	        0	   -32768	
  3618.00	    16737	   203.20	        3	    -1.40	     1.07	    19635	    59.50	   180.30	     0.00	      323	     1.80	       94	    60800	   -67.60	   -16.54	        0	        0	   -32768	
  3620.00	    16730	   203.10	        3	    -1.19	     1.17	    19645	    59.40	   180.20	     0.00	      315	     1.70	       94	    60800	   -67.60	   -16.54	        0	        0	   -32768	
  3622.00	    16724	   203.10	        3	    -0.98	     1.27	    19655	    59.30	   180.20	     0.00	      308	     1.60	       94	    60800	   -67.60	   -16.54	        0	        0	   -32768	
  3624.00	    16718	   203.20	        3	    -0.77	     1.36	    19663	    59.20	   180.20	     0.00	      299	     1.60	       94	    60800	   -67.60	   -16.54	        0	        0	   -32768	
  3626.00	    16711	   203.10	        3	    -0.56	     1.43	    19672	    59.10	   180.00	     0.00	      291	     1.50	       94	    60800	   -67.60	   -16.54	        0	        0	   -32768	
  3628.00	    16705	   203.10	        3	    -0.35	     1.48	    19682	    59.00	   180.00	     0.00	      283	     1.50	       94	    60800	   -67.60	   -16.54	        0	        0	   -32768	
  3630.00	    16698	   203.10	        3	    -0.14	     1.51	    19692	    58.90	   180.20	     0.00	      275	     1.50	       94	    60800	   -67.60	   -16.54	        0	        0	   -32768	
  3632.00	    16691	   203.10	        3	     0.06	     1.52	    19702	    58.80	   180.10	     0.00	      268	     1.50	       94	    60800	   -67.60	   -16.54	     1024	     1024	   -32768	
  3634.00	    16685	   203.10	        3	     0.28	     1.51	    19711	    58.80	   180.00	     0.00	      260	     1.50	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3636.00	    16678	   203.20	        3	     0.49	     1.49	    19720	    58.70	   180.20	     0.00	      252	     1.60	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3638.00	    16672	   203.20	        3	     0.69	     1.47	    19729	    58.60	   180.30	     0.00	      245	     1.60	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3640.00	    16666	   203.20	        3	     0.90	     1.44	    19739	    58.50	   180.20	     0.00	      238	     1.70	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3642.00	    16659	   203.20	        3	     1.10	     1.42	    19749	    58.40	   180.10	     0.00	      232	     1.80	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3644.00	    16652	   203.10	        3	     1.29	     1.41	    19758	    58.30	   180.00	     0.00	      228	     1.90	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3646.00	    16646	   203.10	        3	     1.47	     1.42	    19767	    58.20	   180.00	     0.00	      224	     2.00	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3648.00	    16639	   203.00	        2	     1.64	     1.46	    19777	    58.10	   179.80	     0.00	      222	     2.20	       94	    60900	   -67.60	   -16.54	    32768	    32768	   -32768	
  3650.00	    16633	   203.00	        2	     1.80	     1.53	    19786	    58.00	   179.70	     0.00	      220	     2.40	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3652.00	    16627	   203.00	        2	     1.94	     1.62	    19795	    57.90	   179.60	     0.00	      220	     2.50	       94	    60900	   -67.60	   -16.54	     1024	     1024	   -32768	
  3654.00	    16620	   203.00	        2	     2.07	     1.73	    19804	    57.80	   179.40	     0.00	      220	     2.70	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3656.00	    16614	   203.10	        2	     2.18	     1.86	    19814	    57.70	   179.40	     0.00	      220	     2.90	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3658.00	    16608	   203.10	        2	     2.29	     1.99	    19822	    57.70	   179.50	     0.00	      221	     3.00	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3660.00	    16602	   203.10	        2	     2.38	     2.13	    19831	    57.60	   179.20	     0.00	      222	     3.20	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3662.00	    16596	   203.10	        2	     2.47	     2.26	    19840	    57.50	   179.00	     0.00	      222	     3.30	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3664.00	    16589	   203.10	        2	     2.55	     2.37	    19850	    57.40	   179.00	     0.00	      223	     3.50	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3666.00	    16583	   203.30	        2	     2.62	     2.46	    19859	    57.30	   179.10	     0.00	      223	     3.60	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3668.00	    16577	   203.70	        2	     2.70	     2.51	    19868	    57.20	   179.20	     0.00	      223	     3.70	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3670.00	    16570	   204.00	        2	     2.77	     2.54	    19877	    57.10	   179.30	     0.00	      222	     3.80	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3672.00	    16564	   204.30	        2	     2.84	     2.53	    19886	    57.10	   179.80	     0.00	      222	     3.80	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3674.00	    16558	   204.60	        2	     2.91	     2.49	    19895	    57.00	   180.30	     0.00	      221	     3.80	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3676.00	    16552	   204.90	        2	     2.98	     2.42	    19904	    56.90	   180.50	     0.00	      219	     3.80	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3678.00	    16545	   205.40	        2	     3.05	     2.31	    19913	    56.80	   180.70	     0.00	      217	     3.80	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3680.00	    16539	   205.80	        2	     3.11	     2.19	    19923	    56.70	   180.90	     0.00	      215	     3.80	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3682.00	    16533	   205.90	        2	     3.18	     2.04	    19932	    56.60	   181.00	     0.00	      213	     3.80	       94	    60900	   -67.60	   -16.54	        0	        0	   -32768	
  3684.00	    16526	   206.00	        2	     3.25	     1.88	    19941	    56.50	   181.00	     0.00	      210	     3.80	       94	    61000	   -67.60	   -16.54	        0	        0	   -32768	
  3686.00	    16520	   206.20	        2	     3.32	     1.71	    19951	    56.40	   181.00	     0.00	      207	     3.70	       94	    61000	   -67.60	   -16.54	        0	        0	   -32768	
  3688.00	    16514	   206.30	        2	     3.39	     1.53	    19960	    56.40	   181.20	     0.00	      204	     3.70	       94	    61000	   -67.60	   -16.54	        0	        0	   -32768	
  3690.00	    16508	   206.30	        2	     3.47	     1.33	    19969	    56.30	   181.30	     0.00	      201	     3.70	       94	    61000	   -67.60	   -16.54	        0	        0	   -32768	
  3692.00	    16502	   206.30	        2	     3.55	     1.13	    19978	    56.20	   181.40	     0.00	      198	     3.70	       94	    61000	   -67.60	   -16.54	        0	        0	   -32768	
  3694.00	    16495	   206.30	        2	     3.65	     0.92	    19987	    56.10	   181.50	     0.00	      194	     3.80	       94	    61000	   -67.60	   -16.54	        0	        0	   -32768	
  3696.00	    16490	   206.20	        2	     3.75	     0.70	    19996	    56.00	   181.50	     0.00	      191	     3.80	       94	    61000	   -67.60	   -16.54	        0	        0	   -32768	
  3698.00	    16484	   206.20	        2	     3.86	     0.47	    20004	    55.90	   181.30	     0.00	      187	     3.90	       94	    61000	   -67.60	   -16.54	        0	        0	   -32768	
  3700.00	    16478	   206.40	        2	     3.99	     0.23	    20013	    55.90	   181.30	     0.00	      183	     4.00	       94	    61000	   -67.60	   -16.54	        0	        0	   -32768	
